id,tags,label
1238121,persona persona_4 shirogane_naoto co-sw 4:3_aspect_ratio bust 1girl black_hair blue_eyes cabbie_hat clothing female hat headwear jacket short_hair shrug solo upper_body androgynous crossdressing reverse_trap tomboy Rating:Safe Score:0.0 Size:800x600 User:anonymous,tomboy
1238123,persona persona_4 shirogane_naoto yoshian 1girl blue_eyes blue_hair cabbie_hat clothing collar female hand_on_hat hand_on_headwear hat headwear jacket looking_away open_mouth short_hair solo androgynous crossdressing reverse_trap tomboy Rating:Safe Score:0.0 Size:1000x740 User:anonymous,tomboy
1238157,persona persona_4 shirogane_naoto humio_(oriba) 1girl areolae blue_eyes blue_hair blush breasts breast_slip clothing collared_shirt erect_nipples erect_nipples_under_clothes facial female hat headwear lips looking_at_viewer medium_breasts nipples one_breast_out_of_clothes open_clothes open_shirt semen semen_on_body semen_on_breasts semen_on_chest semen_on_upper_body shirt short_hair solo androgynous crossdressing reverse_trap tomboy Rating:Explicit Score:3.5 Size:595x610 User:anonymous,tomboy
1238159,persona persona_4 shirogane_naoto humio_(oriba) 1girl blue_eyes blue_hair blush female lips looking_away short_hair solo androgynous crossdressing reverse_trap tomboy Rating:Safe Score:0.0 Size:768x510 User:anonymous,tomboy
1238161,persona persona_4 shirogane_naoto humio_(oriba) 1girl blue_hair cabbie_hat clothing collared_shirt gun handgun hat headwear lips looking_away megane pistol school_uniform shirt short_hair solo standing weapon white_eyes androgynous crossdressing reverse_trap tomboy Rating:Safe Score:0.0 Size:503x753 User:anonymous,tomboy
1238162,persona persona_4 shirogane_naoto humio_(oriba) simple_background 1:1_aspect_ratio dated blue_theme 1girl barefoot blue blue_eyes blue_hair clothing collared_shirt feet female full_body hat headwear leg_hug lips looking_away pants self_hug shirt short_hair sitting solo androgynous crossdressing reverse_trap tomboy Rating:Safe Score:2.0 Size:667x667 User:anonymous,tomboy
1238163,persona persona_4 shirogane_naoto humio_(oriba) monochrome bust 1girl beret blue_hair blush cabbie_hat clothing female hat headwear jacket looking_at_viewer short_hair smile solo standing upper_body androgynous reverse_trap tomboy Rating:Safe Score:5.0 Size:540x792 User:anonymous,tomboy
1238165,persona persona_4 shirogane_naoto humio_(oriba) 1girl blue_eyes blue_hair cabbie_hat chin_rest clothing female hand_on_another's_face hand_on_own_face hand_rest hat headwear jacket lips looking_away pants school_uniform shoes short_hair solo androgynous crossdressing reverse_trap tomboy Rating:Safe Score:0.0 Size:760x813 User:anonymous,tomboy
1238167,persona persona_4 shirogane_naoto co-sw green_theme 1girl black_hair blue_eyes cabbie_hat clothing female green gun hat headwear jacket school_uniform serious short_hair solo tegaki weapon androgynous reverse_trap tomboy Rating:Safe Score:0.0 Size:480x640 User:anonymous,tomboy
1238168,persona persona_4 shirogane_naoto co-sw 1girl black_hair cabbie_hat clothing coat female green_eyes hat headwear long_sleeves megane removing_eyewear removing_glasses serious short_hair solo standing androgynous crossdressing reverse_trap tomboy Rating:Safe Score:0.0 Size:500x667 User:anonymous,tomboy
1238938,persona persona_4 shirogane_naoto high_resolution 16:9_aspect_ratio 1girl blue_eyes blue_hair cabbie_hat clothing collared_shirt female hat headwear looking_away necktie pants serious shirt sitting solo white_skin androgynous crossdressing reverse_trap tomboy Rating:Safe Score:5.0 Size:1920x1080 User:anonymous,tomboy
1238957,persona persona_4 shirogane_naoto nemuko 1girl blue_eyes blue_hair breasts cabbie_hat clothing female hand_on_hat hand_on_headwear hat headwear jacket medium_breasts pants school_uniform shoes short_hair smile solo androgynous crossdressing reverse_trap tomboy Rating:Safe Score:0.0 Size:400x722 User:anonymous,tomboy
1239061,persona persona_4 shirogane_naoto pixiv_id_1951160 sakurage kurage_m high_resolution text copyright_name 1girl blue_eyes blue_hair cabbie_hat clothing female from_behind gloves hat headwear jacket looking_at_viewer open_mouth putting_on_gloves school_uniform short_hair solo teeth androgynous crossdressing reverse_trap tomboy Rating:Safe Score:0.0 Size:1024x1203 User:anonymous,tomboy
1239495,persona persona_4 dark_persona shirogane_naoto michinolu 1girl blue_hair cabbie_hat clothing female glowing glowing_eyes hand_on_another's_face hat headwear labcoat long_sleeves machine metal necktie pants pipes shoes short_hair sitting smile solo yellow_eyes androgynous crossdressing reverse_trap tomboy Rating:Safe Score:0.0 Size:1059x701 User:anonymous,tomboy
1239510,persona persona_4 dual_persona shirogane_naoto sakurai_(kage) zoom_layer 1girl 2girls alternative_costume blue_eyes blue_hair cabbie_hat clothing gun hat headwear long_sleeves multiple_girls necktie pants shoes short_hair suspenders weapon androgynous crossdressing reverse_trap tomboy Rating:Questionable Score:0.0 Size:500x600 User:anonymous,tomboy
1239526,persona persona_4 shirogane_naoto monochrome greyscale 1girl black_eyes black_hair cabbie_hat clothing collared_shirt female hand_on_hat hand_on_headwear hat headwear jacket looking_away sarashi school_uniform serious shirt short_hair smile solo tegaki androgynous crossdressing reverse_trap tomboy artist_request Rating:Safe Score:0.0 Size:480x640 User:anonymous,tomboy
1239541,persona persona_4 shirogane_naoto monochrome greyscale 1girl alcohol butler cabbie_hat clothing drink female female_butler formal gun hair_over_one_eye hat headwear necktie platter short_hair solo suit tray weapon wine androgynous crossdressing reverse_trap tomboy artist_request Rating:Safe Score:0.0 Size:597x828 User:anonymous,tomboy
1239542,persona persona_4 shirogane_naoto 1girl blue_eyes blue_hair breasts clothing collared_shirt female hands_on_breasts hands_on_own_chest hat headwear jacket looking_at_viewer medium_breasts school_uniform shirt short_hair solo androgynous crossdressing reverse_trap tomboy artist_request Rating:Safe Score:0.0 Size:381x635 User:anonymous,tomboy
1239696,persona persona_4 shirogane_naoto haruaki_and_ogawa monochrome copyright_name yellow_theme 1girl black_hair cabbie_hat clothing face female hat headwear jacket looking_at_viewer open_mouth school_uniform short_hair solo yellow yellow_eyes androgynous crossdressing reverse_trap tomboy Rating:Safe Score:0.0 Size:480x640 User:anonymous,tomboy
1239710,persona persona_4 dark_persona shirogane_naoto chamame pixiv_id_308823 zoom_layer 1girl blue_hair closed_labcoat clothing evil female hat headwear labcoat looking_at_viewer necktie pants roku_(chamame) scanlines shoes short_hair sitting smile solo television televisions yellow_eyes androgynous crossdressing reverse_trap tomboy Rating:Safe Score:0.0 Size:588x859 User:anonymous,tomboy
1241035,persona persona_4 shirogane_naoto low_resolution 1girl blue_eyes blue_hair female short_hair solo androgynous crossdressing reverse_trap tomboy artist_request Rating:Safe Score:0.0 Size:500x462 User:anonymous,tomboy
1241036,persona persona_4 shirogane_naoto 1girl blue_eyes blue_hair cabbie_hat clothing female gun hat headwear in_profile jacket pants school_uniform solo weapon androgynous crossdressing reverse_trap tomboy artist_request Rating:Safe Score:5.0 Size:500x536 User:anonymous,tomboy
1241048,persona persona_4 dark_persona shirogane_naoto low_resolution 1girl blue_hair cabbie_hat clothing female hat headwear looking_away necktie pants shoes short_hair solo yellow_eyes androgynous crossdressing reverse_trap tomboy artist_request Rating:Safe Score:5.0 Size:500x425 User:anonymous,tomboy
1241916,idolmaster idolmaster_(classic) idolmaster_2 kikuchi_makoto high_resolution screen_capture 1girl belt black_hair clothing female hand_in_pocket looking_at_viewer necktie purple_eyes school_uniform shirt short_hair solo sparkle violet_eyes androgynous crossdressing reverse_trap tomboy potential_duplicate Rating:Safe Score:0.0 Size:1280x1447 User:anonymous,tomboy
1242246,pokemon pokemon_(manga) pokemon_adventures pokemon_character yellow_(pokemon) kinomukumama 1:1_aspect_ratio happy_birthday 1girl birthday black_shirt blonde_hair closed_mouth clothing female hands_clasped hat headwear long_sleeves own_hands_together shirt smile solo straw_hat vest yellow_eyes yellow_vest androgynous reverse_trap tomboy Rating:Safe Score:0.0 Size:700x700 User:anonymous,tomboy
1242697,persona persona_4 shirogane_naoto 1girl blue_hair cabbie_hat clothing collar female hand_on_hat hand_on_headwear hat headwear jacket looking_at_viewer pants short_hair sitting solo androgynous crossdressing reverse_trap tomboy artist_request Rating:Safe Score:0.0 Size:480x640 User:anonymous,tomboy
1242700,persona persona_4 dark_persona shirogane_naoto 1girl blue_eyes blue_hair cabbie_hat clothing collared_shirt female hat headwear labcoat lips necktie shirt short_hair smile solo androgynous crossdressing reverse_trap tomboy artist_request Rating:Safe Score:0.0 Size:480x640 User:anonymous,tomboy
1242707,persona persona_4 shirogane_naoto shadowaris bust blue_theme 1girl blue blue_eyes blue_hair cabbie_hat clothing female hand_on_hat hand_on_headwear hat headwear looking_at_viewer short_hair solo upper_body androgynous crossdressing reverse_trap tomboy Rating:Safe Score:0.0 Size:600x631 User:anonymous,tomboy
1242709,persona persona_4 shirogane_naoto tatsumi_kanji 1:1_aspect_ratio low_resolution 1girl blue_eyes blue_hair breasts clothing collared_shirt female puppet shirt short_hair small_breasts smile solo androgynous crossdressing reverse_trap tomboy artist_request Rating:Safe Score:5.0 Size:500x500 User:anonymous,tomboy
1242865,persona persona_4 shirogane_naoto tatsumi_kanji kuma_(persona_4) debuneko zoom_layer 1girl blue_eyes blue_hair blush cabbie_hat clothing female from_behind hat headwear jacket lips looking_at_viewer pants short_hair solo androgynous crossdressing reverse_trap tomboy Rating:Safe Score:5.0 Size:650x930 User:anonymous,tomboy
1242874,precure smile_precure! hino_akane hino_akane_(precure) 1girl eyelashes female flower frills hair_ornament looking_at_viewer orange_pants pants red_eyes red_hair rose shining short_hair solo sparkle waistcoat androgynous crossdressing reverse_trap tomboy non-web_source Rating:Safe Score:0.0 Size:790x1173 User:anonymous,tomboy
1243622,persona persona_4 shirogane_naoto oekaki yellow_theme 1girl black_hair blue_eyes cabbie_hat clothing female hat headwear labcoat looking_at_viewer necktie pants short_hair solo tears tegaki yellow androgynous crossdressing reverse_trap tomboy artist_request Rating:Safe Score:0.0 Size:480x640 User:anonymous,tomboy
1244737,original takamichi high_resolution dutch_angle 1girl ass bare_shoulders beach black_eyes black_hair casual_one-piece_swimsuit female grin innertube looking_at_viewer looking_back one-piece_swimsuit short_hair smile solo sukumizu swimsuit tank_suit tomboy Rating:Safe Score:4.5 Size:1600x2378 User:anonymous,tomboy
1247820,idolmaster idolmaster_(classic) pocari_sweat kikuchi_makoto purea simple_background 1girl ahoge barefoot black_hair can drink feet female full_body legs looking_at_viewer purple_eyes short_hair shorts sitting smile soles solo toes towel violet_eyes tomboy Rating:Safe Score:4.8 Size:680x711 User:anonymous,tomboy
1250948,persona persona_4 shirogane_naoto kurabayashi 1girl black_eyes blue_eyes blue_hair blue_hat blush cabbie_hat cherry_blossom clothing female flower hat headwear looking_at_viewer petals pink_flower school_uniform short_hair smile solo uniform androgynous crossdressing reverse_trap tomboy Rating:Safe Score:0.0 Size:500x798 User:anonymous,tomboy
1252275,idolmaster idolmaster_(classic) idolmaster_2 the_idolm@ster_(classic) my_dear_vampire kikuchi_makoto ymd123 red_background red_theme 1girl ahoge barefoot bare_legs bed black_hair blood brown_hair cushion dress feet female finger_to_mouth kyun!_vampire_girl legs licking looking_at_viewer nail_polish on_bed pillow :q red red_eyes short_hair solo toenail_polish toes tongue tongue_out vampire tomboy Rating:Safe Score:4.5 Size:897x741 User:anonymous,tomboy
1252961,idolmaster idolmaster_(classic) kikuchi_makoto pixiv_id_873927 roro9jyun6 high_resolution very_high_resolution 1:1_aspect_ratio 1girl barefoot bikini black_hair bubble :d feet female freediving light_rays midriff open_mouth open-mouth_smile outstretched_arms purple_eyes short_hair shorts short_shorts smile soles solo spread_arms sunbeam sunlight swimming swimsuit underwater violet_eyes water tomboy Rating:Safe Score:4.8 Size:2834x2834 User:anonymous,tomboy
1254308,kami_nomi_zo_shiru_sekai goidou_yui yuto_(artist) yuto_(dialique) 4:3_aspect_ratio 1girl belt blush breasts clothing female green_eyes green_hair jacket long_hair medium_breasts midriff open_clothes open_jacket open_shirt pants sarashi school_uniform shirt solo androgynous reverse_trap tomboy Rating:Safe Score:0.0 Size:800x600 User:anonymous,tomboy
1257130,persona persona_4 shirogane_naoto yoshian 1girl blue_eyes blue_hair cabbie_hat clothing detective hand_on_another's_face hand_on_own_face hat headwear pensive platform_footwear short_hair yoshian2 androgynous crossdressing reverse_trap tomboy Rating:Safe Score:5.0 Size:612x592 User:anonymous,tomboy
1257133,persona persona_4 shirogane_naoto yoshian 1:1_aspect_ratio 1girl blue_eyes blue_hair breasts cabbie_hat clothing female hand_on_hip hat headwear hips large_breasts looking_at_viewer megane necktie short_hair solo yoshian2 androgynous crossdressing reverse_trap tomboy Rating:Safe Score:0.0 Size:1000x1000 User:anonymous,tomboy
1257183,persona persona_4 shirogane_naoto kitsune_(persona_4) hiasa 1girl apron blue_eyes blue_hair cabbie_hat clothing female hat headwear kitsune_(persona) pants platform_footwear school_uniform short_hair smile androgynous crossdressing reverse_trap tomboy Rating:Safe Score:0.0 Size:480x640 User:anonymous,tomboy
1257190,persona persona_4 narukami_yu shirogane_naoto amuto_(usa) yuzukosho1039 1girl blue_hair breasts cleavage clothing collared_shirt eyes_closed female medium_breasts narukami_yu_(cosplay) open_mouth shirt short_hair smile solo androgynous cosplay crossdressing reverse_trap tomboy translation_request Rating:Safe Score:0.0 Size:800x768 User:anonymous,tomboy
1257824,persona persona_4 shirogane_naoto saigatokito 1girl blue_eyes blue_hair blue_hat cabbie_hat clothing collared_shirt female hand_on_own_face hat headwear jacket pensive school_uniform shirt short_hair solo uniform white_skin androgynous crossdressing reverse_trap tomboy Rating:Safe Score:0.0 Size:995x877 User:anonymous,tomboy
1257826,persona persona_4 shirogane_naoto yoshian 1girl blue_eyes blue_hair breasts cabbie_hat clothing detective female gun hat headwear in_profile medium_breasts short_hair solo weapon androgynous crossdressing reverse_trap tomboy Rating:Safe Score:0.0 Size:700x511 User:anonymous,tomboy
1257828,persona persona_4 dark_persona shirogane_naoto yoshian 1girl female labcoat looking_at_viewer necktie pants platform_footwear shoes sitting smile solo yellow_eyes androgynous crossdressing reverse_trap tomboy Rating:Safe Score:0.0 Size:500x550 User:anonymous,tomboy
1259406,persona persona_4 shirogane_naoto sakurasawa_yukino low_resolution 1girl blue_eyes blue_hair cabbie_hat clothing face female hat headwear lips looking_at_viewer short_hair solo wavy_hair androgynous crossdressing reverse_trap tomboy Rating:Safe Score:0.0 Size:471x333 User:anonymous,tomboy
1259415,persona persona_4 shirogane_naoto sakurasawa_yukino 1girl blue_eyes blue_hair cabbie_hat clothing female hand_behind_head hand_on_hat hand_on_headwear hat headwear jacket short_hair smile solo standing androgynous crossdressing reverse_trap tomboy Rating:Safe Score:3.5 Size:444x620 User:anonymous,tomboy
1260171,kami_nomi_zo_shiru_sekai goidou_yui dha high_resolution 4:3_aspect_ratio wallpaper 1girl all_fours ass bare_shoulders black_hair blue_eyes bottomless cravat long_hair naughty_face nopan off_shoulder open_clothes open_shirt ponytail saliva school_uniform shirt tied_hair undressing androgynous reverse_trap tomboy Rating:Questionable Score:4.8 Size:1600x1200 User:anonymous,tomboy
1260492,idolmaster idolmaster_(classic) kikuchi_makoto zura pixiv_id_2334732 checkered_background 1girl :3 ahoge alternative_hairstyle anklet arm_behind_back black_hair blush bracelet brown_hair checkered clavicle dress female golden_eyes hairband hair_flip headband high_heels jewelry looking_at_viewer pigeon_toed pumps shoes short_hair smile solo standing white_dress white_outfit yellow_eyes tomboy Rating:Safe Score:5.0 Size:600x1000 User:anonymous,tomboy
1261050,persona persona_4 shirogane_naoto reniirean 1girl blue_eyes blue_hair cabbie_hat clothing crime_scene_tape female hat headwear jacket school_uniform serious short_hair solo androgynous crossdressing reverse_trap tomboy Rating:Safe Score:0.0 Size:550x814 User:anonymous,tomboy
1262934,idolmaster idolmaster_(classic) kikuchi_makoto shoukei_inori 1girl ahoge black_eyes black_hair clavicle clothing female kneeling lingerie looking_at_viewer navel no pantsu pillow short_hair solo tongue tongue_out underwear yes-no_pillow tomboy Rating:Questionable Score:4.7 Size:602x766 User:anonymous,tomboy
1263221,original joka_(hiwai) jyoka_(hiwai) 1girl against_wall bare_shoulders breasts brown_hair crossed_legs crossed_legs_(standing) female green_eyes medium_breasts midriff navel sandals short_hair slender_waist smile solo spats standing tank_top thigh_gap thighs tomboy Rating:Safe Score:4.4 Size:522x785 User:anonymous,tomboy
1263393,idolmaster idolmaster_(classic) kikuchi_makoto doku_hebi dutch_angle 1girl .44_magnum ahoge ankle_boots black_eyes black_hair book boots breasts bullet cartridge cleavage colt_python couch crop_top cutoffs denim denim_shorts female footwear gun handgun legwear midriff mouth_hold navel open_fly purple_eyes reloading revolver short_hair shorts short_shorts sitting small_breasts socks solo stained_glass tank_top thighhighs unzipped weapon white_legwear tomboy Rating:Questionable Score:4.8 Size:876x1000 User:anonymous,tomboy
1263597,persona persona_4 dark_persona shirogane_naoto oaoa1414 1girl blue_hair business_casual cabbie_hat clothing :d female hat headwear labcoat looking_at_viewer necktie open_mouth open-mouth_smile pants shoes short_hair smile solo wavy_hair white_skin yellow_eyes androgynous crossdressing reverse_trap tomboy Rating:Safe Score:0.0 Size:720x900 User:anonymous,tomboy
1263601,persona persona_4 shirogane_naoto signature 1girl blue_eyes blue_hair cabbie_hat clothing detective female gun hat headwear looking_at_viewer pants shadow short_hair solo standing weapon androgynous crossdressing reverse_trap tomboy artist_request Rating:Safe Score:0.0 Size:700x824 User:anonymous,tomboy
1263626,persona persona_4 shirogane_naoto kk_07 !! 1girl belt cabbie_hat clothing detective eyewear_removed female green_eyes green_hair hat headwear holding holding_eyewear holding_glasses jacket looking_down megane pants school_uniform shoes short_hair sitting solo androgynous crossdressing reverse_trap tomboy Rating:Safe Score:5.0 Size:650x850 User:anonymous,tomboy
1263640,persona persona_4 persona_4:_the_ultimate_in_mayonaka_arena shirogane_naoto yamizawa jinkai_yamizawa 1girl blue_eyes blue_hair cabbie_hat chibi clothing coat detective female gun handgun hat headwear looking_at_viewer pants revolver serious shoes short_hair solo standing wavy_hair weapon androgynous crossdressing reverse_trap tomboy Rating:Safe Score:5.0 Size:539x744 User:anonymous,tomboy
1264362,original poser ganseki_club hiro3787 high_resolution 4:3_aspect_ratio 3d photorealistic poser_(medium) 1girl armpits arm_support ass backwards_hat bare_legs bare_shoulders baseball_cap basket belt_loop bicycle bicycle_basket breasts brown_hair clothing cutoffs dark_skin day denim denim_shorts female fence footwear from_behind full_body grass ground_vehicle hat headwear leaning_forward legs legwear looking_at_viewer looking_back loose_socks medium_breasts midriff no_bra one-piece_tan outdoors shade shadow shirt shoes short_hair shorts short_shorts sideboob smile sneakers socks solo standing striped striped_shirt sunlight tank_top tanlines tanned tree white_legwear wooden_fence tomboy Rating:Safe Score:4.7 Size:2000x1500 User:anonymous,tomboy
1264531,urusei_yatsura fujinami_ryuunosuke hajime_t hideyoshi_(hajime) text monochrome 5:4_aspect_ratio blue_theme 1girl bare_shoulders black_hair blue eyes_closed female hadanugi_dousa looking_down sarashi short_hair solo androgynous reverse_trap tomboy Rating:Safe Score:0.0 Size:800x640 User:anonymous,tomboy
1264537,urusei_yatsura fujinami_ryuunosuke sorashu white_background text cowboy_shot 80s 2012 1girl areolae belt black_eyes blue_hair breasts female hanging_breasts large_areolae large_breasts light-skinned light-skinned_female looking_at_viewer navel nipples oldschool open_mouth pants puffy_areolae short_hair shouting solo standing toned topless androgynous reverse_trap tomboy translation_request Rating:Explicit Score:3.8 Size:800x1120 User:anonymous,tomboy
1264542,urusei_yatsura fujinami_ryuunosuke nayuco bust 80s 1girl black_hair blue_eyes breasts cleavage female jacket looking_at_viewer medium_breasts oldschool sarashi serious short_hair sleeves_rolled_up solo upper_body androgynous crossdressing reverse_trap tomboy Rating:Safe Score:4.0 Size:480x640 User:anonymous,tomboy
1264545,urusei_yatsura fujinami_ryuunosuke runana 80s 1girl bandaid bare_shoulders black_hair breasts brown_eyes cleavage female flower o3o oldschool sarashi short_hair solo androgynous reverse_trap tomboy Rating:Safe Score:0.0 Size:551x779 User:anonymous,tomboy
1264549,urusei_yatsura fujinami_ryuunosuke sorashu censored pointless_censoring 1girl anus ass bare_shoulders black_eyes blue_hair blush breasts cleavage erect_nipples erect_nipples_under_clothes female hip_focus hips irritated large_breasts legs looking_at_viewer navel nipples nude o3o pubic_hair short_hair sitting solo spread_legs towel vagina tomboy Rating:Explicit Score:2.0 Size:600x800 User:anonymous,tomboy
1264550,urusei_yatsura fujinami_ryuunosuke sorashu censored pointless_censoring 80s 1girl anus areolae ass bare_shoulders black_eyes blue_hair blush breasts cleavage completely_nude dark_nipples embarrassed erect_nipples female groin hanging_breasts hips indoors irritated large_areolae large_breasts legs looking_at_viewer navel nipples nude o3o oldschool pubic_hair puffy_areolae short_hair sitting solo spread_legs tanned toned vagina androgynous reverse_trap tomboy Rating:Explicit Score:3.7 Size:600x800 User:anonymous,tomboy
1264552,urusei_yatsura fujinami_ryuunosuke sophia_m 1girl angry before_punch belt black_eyes black_hair breasts catchphrase clenched_hand clothing female incoming_punch looking_at_viewer navel open_clothes open_shirt pants sarashi shirt short_hair small_breasts solo androgynous crossdressing reverse_trap tomboy translated Rating:Safe Score:0.0 Size:560x650 User:anonymous,tomboy
1264562,urusei_yatsura fujinami_ryuunosuke maiyo chata_(maiyo) simple_background white_background 80s 1girl ass bare_shoulders blue_eyes blue_hair blush breasts cleavage clothing embarrassed female hips light-skinned light-skinned_female looking_at_viewer medium_breasts navel oldschool pale_skin pantsu sarashi short_hair solo underwear undoing_sarashi undone_sarashi reverse_trap tomboy translation_request Rating:Safe Score:4.0 Size:480x640 User:anonymous,tomboy
1264563,urusei_yatsura fujinami_ryuunosuke gorou178 text monochrome 1girl black_eyes black_hair carrying_jacket clothing female jacket jacket_over_shoulder looking_back pants school_uniform shirt shoes short_hair solo androgynous crossdressing reverse_trap tomboy translated Rating:Safe Score:0.0 Size:480x640 User:anonymous,tomboy
1264564,urusei_yatsura lum_(cosplay) fujinami_ryuunosuke low_resolution 80s 1girl animal_print bare_shoulders bikini blue_hair blush breasts cameltoe cleavage embarrassed female hips horn horns legs looking_down navel oldschool oni_horns revealing_clothes short_hair solo striped striped_bikini striped_swimsuit surprised swimsuit tiger_print reverse_trap tomboy Rating:Questionable Score:4.0 Size:418x497 User:anonymous,tomboy
1264566,urusei_yatsura fujinami_ryuunosuke maru-sima white_background text 1:1_aspect_ratio low_resolution 80s 1girl animal_ears black_eyes black_hair blush breasts bunny_ears bunnysuit embarrassed female footwear jacket jacket_on_shoulders looking_away oldschool shoes short_hair socks solo torn_clothes wrist_cuffs reverse_trap tomboy Rating:Safe Score:4.0 Size:450x450 User:anonymous,tomboy
1267818,persona persona_4 shirogane_naoto konomu0522 1girl ass bikini blue_eyes blue_hair blush breasts embarrassed female looking_at_viewer medium_breasts short_hair solo swimsuit androgynous reverse_trap tomboy Rating:Safe Score:5.0 Size:334x640 User:anonymous,tomboy
1267854,fate_(series) fate/zero artoria_pendragon saber 1044kiro 1girl ahoge black_gloves blonde_hair female formal gloves long_hair pant_suit ponytail short_hair sidelocks solo suit suzuki_(pixiv_1870645) tied_hair androgynous reverse_trap tomboy Rating:Safe Score:0.0 Size:724x1024 User:anonymous,tomboy
1270047,persona persona_4 shirogane_naoto sya pixiv_id_1219431 sya_(north_to_antarctic) high_resolution signature dutch_angle 1girl blue_hair blue_hat cabbie_hat clothing female grey_eyes gun hat headwear megane revolver school_uniform short_hair solo standing uniform weapon androgynous crossdressing reverse_trap tomboy Rating:Safe Score:0.0 Size:1000x1500 User:anonymous,tomboy
1270325,persona persona_4 satonaka_chie yui_(marine-drive) yui_(rogsouko) simple_background white_background bust >_< ^_^ 1girl backlight badge blush breasts brown_hair button_badge :d eyes_closed female happy jacket open_mouth open-mouth_smile pins short_hair smile solo track_jacket upper_body xd yui_(rogusouku) tomboy Rating:Safe Score:0.0 Size:800x821 User:anonymous,tomboy
1270918,persona persona_4 satonaka_chie mighty_atom bust 1girl blood brown_hair injury jacket looking_at_viewer megane short_hair smile solo track_jacket upper_body white_eyes tomboy Rating:Safe Score:5.0 Size:900x547 User:anonymous,tomboy
1271011,persona persona_4 shirogane_naoto genkentsubasa traditional_media 1girl blue_eyes blue_hair cabbie_hat clothing detective emotionless expressionless female hat headwear looking_at_viewer megane short_hair solo wavy_hair androgynous crossdressing reverse_trap tomboy Rating:Safe Score:0.0 Size:745x1000 User:anonymous,tomboy
1271126,persona persona_4 gintama kujikawa_rise uzu_hi high_resolution monochrome parody red_theme 1girl arms_behind_head belt breasts earrings female formal hips jewelry long_hair long_twintails looking_at_viewer necktie open_mouth pants pant_suit red red_eyes small_breasts solo standing suit tied_hair twintails androgynous crossdressing reverse_trap tomboy Rating:Safe Score:5.0 Size:1545x1935 User:anonymous,tomboy
1271129,persona persona_4 gintama shirogane_naoto uzu_hi monochrome parody 2:1_aspect_ratio blue_theme 1girl black_hair blue blue_eyes crossed_legs female formal high_heels hips in_profile looking_away necktie pants pant_suit shoes short_hair sitting solo suit wavy_hair androgynous crossdressing reverse_trap tomboy Rating:Safe Score:0.0 Size:1440x720 User:anonymous,tomboy
1271443,idolmaster idolmaster_(classic) kikuchi_makoto inoue_sora 1girl baseball_cap black_hair blue_eyes bra clothing crop_top cutoffs female footwear hat headwear lingerie open_mouth pantsu shoes short_hair shorts short_shorts sneakers socks solo squatting underwear watch wristwatch tomboy translation_request partially_translated Rating:Questionable Score:5.0 Size:595x842 User:anonymous,tomboy
1272976,persona persona_4 satonaka_chie asahijima monochrome 1girl badge bangs breasts button_badge clothing :d female footwear houndstooth jacket kneeling open_mouth open-mouth_smile rope shoes short_hair skirt small_breasts smile socks solo tears track_jacket unmoving_pattern tomboy translation_request Rating:Safe Score:0.0 Size:600x800 User:anonymous,tomboy
1272977,persona persona_4 satonaka_chie asahijima text monochrome cowboy_shot character_name copyright_name yellow_theme 1girl badge bare_legs button_badge clothing :d female houndstooth jacket legs looking_down open_mouth open-mouth_smile outstretched_arms short_hair skirt smile solo standing track_jacket unmoving_pattern yellow tomboy Rating:Safe Score:0.0 Size:600x800 User:anonymous,tomboy
1274438,persona persona_4 shirogane_naoto shinocco text 1girl ass blue_eyes blue_hair breasts budget_sarashi cleavage clothing erect_nipples erect_nipples_under_clothes female hair_between_eyes jacket looking_at_viewer medium_breasts navel nipples sarashi school_uniform short_hair solo underboob uniform wavy_hair androgynous crossdressing reverse_trap tomboy Rating:Questionable Score:5.0 Size:1200x853 User:anonymous,tomboy
1274482,blazblue eroquis noel_vermillion arakune butcha-u censored 1girl ahegao anal anal_fisting ass ass_grab beret blonde_hair blue_boots blush boots clothing detached_sleeves double_penetration female fisting footwear groping hat headwear insect insertion leg_lift nopan object_insertion sex tentacles tentacle_sex thighhighs vaginal tomboy potential_duplicate Rating:Explicit Score:4.2 Size:524x750 User:msgundam2,tomboy
1274875,touhou_project fujiwara_no_mokou miyo_(ranthath) 1girl breasts cleavage female female_only hair_ornament hair_ribbon kicking naked_suspenders navel no_shirt ponytail red_eyes revealing_clothes ribbon small_breasts solo suspenders tied_hair topless topless_suspenders white_hair loli tomboy contentious_content Rating:Questionable Score:4.7 Size:800x700 User:anonymous,tomboy
1275210,precure smile_precure! hino_akane hino_akane_(precure) tima 1girl casual female hairclip hair_ornament hood hoodie jewelry necklace ponytail red_eyes red_hair smile solo tied_hair tomboy Rating:Safe Score:2.0 Size:349x793 User:anonymous,tomboy
1276013,tsukihime melty_blood riesbyfe_stridberg six_(fnrptal1010) 1girl blue_eyes hands_in_pockets heart heart_eyes jacket necktie open_clothes open_jacket ponytail short_ponytail silver_hair solo tied_hair white_hair androgynous reverse_trap tomboy translation_request Rating:Safe Score:5.0 Size:500x650 User:anonymous,tomboy
1276860,persona persona_4 shirogane_naoto alice236 high_resolution very_high_resolution blue_theme derivative_work 1girl blue blue_eyes blue_hair cabbie_hat clothing detective expressionless female hair_between_eyes hand_on_hip hat headwear hips looking_at_viewer short_hair solo wavy_hair androgynous crossdressing reverse_trap tomboy Rating:Safe Score:0.0 Size:2477x3500 User:anonymous,tomboy
